t=0 enPsi maxBondDim enPhi svn(x) 
0 -21.0825 171 -19.5901 1.21557 0.970697 1.19955 1.09258 1.22119 1.1197 1.22119 1.09258 1.19955 0.970698 1.21557 
0.1 -21.0825 141 -19.5901 -4.7411e-07 -3.11843e-06 -4.77403e-06 0.00241031 0.00484408 0.00598152 0.00176306 -6.11176e-06 -6.35643e-06 -3.16487e-06 -4.95274e-07 
0.2 -21.0825 136 -19.5901 -8.72497e-07 1.90103e-06 1.93886e-05 0.00964251 0.0189187 0.0234216 0.00707274 1.7672e-05 -7.47385e-06 -5.61262e-06 -7.80177e-07 
0.3 -21.0825 134 -19.5901 -1.09296e-06 3.4857e-05 0.000143816 0.0216501 0.0409884 0.0509676 0.0159432 0.000143727 3.79425e-06 -8.57819e-06 -1.11905e-06 
0.4 -21.0825 130 -19.5901 -1.17254e-06 0.000127756 0.000480947 0.0383523 0.0694396 0.0868663 0.0283882 0.000496441 4.64235e-05 -1.07146e-05 -1.38533e-06 
0.5 -21.0825 130 -19.5901 -6.5993e-07 0.000328364 0.00118251 0.0596245 0.102622 0.129321 0.0443929 0.00123899 0.000143364 -1.19488e-05 -1.67481e-06 
0.6 -21.0825 130 -19.5901 1.42969e-06 0.000701029 0.00243265 0.0852733 0.139073 0.176708 0.0638851 0.00257613 0.000330005 -1.00689e-05 -1.94091e-06 
0.7 -21.0825 130 -19.5901 6.83915e-06 0.00132731 0.00443525 0.115005 0.177647 0.227669 0.0866976 0.00474469 0.000652472 -9.62797e-07 -1.90512e-06 
0.8 -21.0825 130 -19.5901 1.83335e-05 0.00230747 0.0074036 0.148404 0.217563 0.281121 0.112544 0.00800286 0.00116871 2.1901e-05 -1.1151e-06 
0.9 -21.0825 130 -19.5901 3.99519e-05 0.00376103 0.0115476 0.184924 0.258389 0.336196 0.141011 0.01262 0.00195014 6.8821e-05 1.16019e-06 
1 -21.0825 130 -19.5901 7.7238e-05 0.00582678 0.017061 0.223901 0.299969 0.392145 0.171574 0.0188651 0.00308133 0.000154712 6.03874e-06 
1.1 -21.0825 130 -19.5901 0.000137434 0.00866171 0.0241095 0.264587 0.342322 0.448245 0.203625 0.0269953 0.00465932 0.000300436 1.51712e-05 
1.2 -21.0825 130 -19.5901 0.000229608 0.0124384 0.0328198 0.306199 0.385535 0.503762 0.236516 0.0372453 0.00679195 0.000534 3.08699e-05 
1.3 -21.0825 130 -19.5901 0.000364695 0.0173413 0.0432716 0.347977 0.429648 0.557957 0.269604 0.0498167 0.00959483 0.000892031 5.62156e-05 
